question_id,severity,category,issue_tag,suggestion,question_text,current_topic,current_unit,options,stored_answer,notes
7ef67c07-ac6e-4f41-9171-c32f6223e43f,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,628 + 23 × 2 = ?,加減混合運算與括號的運用,加減混合計算,,674,Same.
e1ccd9b5-3e96-4624-b182-226d2680c3a6,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,9 × 70 - 30 = ?,加減混合運算與括號的運用,加減混合計算,,600,Same.
98167a44-72e3-4c50-a1b7-d589e650043b,wrong,curriculum_alignment,concept_not_in_unit,Move to 3B Unit 1 除法（二）or 加減乘除mixed,40 + 56 ÷ 8 = ?,加減混合運算與括號的運用,加減混合計算,,47,Division (÷) is introduced in 3B lesson 21. 3A lesson 7 cannot include division.
380d69b2-d5c8-424d-a472-63bc9ece478c,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,38 + 97 × 2 = ?,加減混合運算與括號的運用,加減混合計算,,232,Same as above.
89f3f005-5074-40b6-b4c4-594c0d623444,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,(5 + 2) × 15 = ?,加減混合運算與括號的運用,加減混合計算,,105,Same.
d5b4c718-83f8-4aa4-8ae5-47995af3f04f,wrong,curriculum_alignment,concept_not_in_unit,Move to 3B Unit 1 除法,14 ÷ 8 × 4 = ?,加減混合運算與括號的運用,加減混合計算,,7,Division before introduction. Also 14÷8 is not whole — uses fractional thinking which is also unintroduced.
eec5fa07-03b6-434e-91c7-4b9c3790d700,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,12 + (20 × 6) = ?,加減混合運算與括號的運用,加減混合計算,,132,Same.
52483989-2fe0-4a70-b03a-1dca64fa2c57,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,43 × 5 × 2 = ?,加減混合運算與括號的運用,加減混合計算,,430,Lesson 7 has no multiplication.
1b7d0110-3a10-4444-8a4a-62b41d3d06e5,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,100 - (30 - 4 × 7) = ?,加減混合運算與括號的運用,加減混合計算,,98,Same.
92a294eb-9893-4cc6-8632-f827e1d20792,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,23 - 5 × 6 + 27 = ?,加減混合運算與括號的運用,加減混合計算,,20,Same.
ec8cc104-d12e-4c76-8746-ba21a82d6ee1,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,99 - 38 × 2 約是多少？（估算）,加減混合運算與括號的運用,加減混合計算,A. 120 | B. 122 | C. 20 | D. 40,C. 20,Same.
8ef7ccdb-a9d1-4710-b6ac-1710b07f9e3e,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,下列哪一道算式最適合估計 61 × 3 - 159？,加減混合運算與括號的運用,加減混合計算,A. 70 × 3 - 160 | B. 70 × 3 - 150 | C. 60 × 3 - 160 | D. 60 × 3 - 150,C. 60 × 3 - 160,Same.
daa9c194-07fa-4465-965f-54d4c47e7474,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,《射雕英雄傳》共 898 頁，妹妹每天看 26 頁，一星期後未看的還有多少頁？,加減混合運算與括號的運用,加減混合計算,,716,Requires 26×7 — multiplication of two-digit by one-digit which is unit 5+. Lesson 7 cannot use this.
4355aa3d-de1d-4c51-b527-0f710bad05aa,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 5/6,小恩每天14元 小樂28元 一星期後相差多少元？,加減混合運算與括號的運用,加減混合計算,,98,Multiplication required.
53b5e47e-788e-4c78-90ea-e72cdbd57742,wrong,curriculum_alignment,concept_not_in_unit,Move to 3B Unit 1 除法 mixed,8 + 6 ÷ (4 ÷ 2) - (5 + 5) = ?,加減混合運算與括號的運用,加減混合計算,,1,Uses ÷ (not in 3A lesson 7). Also nested mixed ops beyond P3 lesson 7 scope.
37dbd18c-a2a1-4f1c-a01a-72aed97c6c56,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,32 × 4 - 111 = ?,加減混合運算與括號的運用,加減混合計算,,17,Same.
304f20c9-c6ae-45e5-8564-1b274694cd4b,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,256 + 83 × 2 = ?,加減混合運算與括號的運用,加減混合計算,,422,Same.
0227ac90-c7f7-429d-b22f-b1571f4f3d10,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,8 × (353 - 228) = ?,加減混合運算與括號的運用,加減混合計算,,1000,Same.
b2cab0a5-fa96-46f5-a30f-80c003bd60a7,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,47 + 398 × 6 = ?,加減混合運算與括號的運用,加減混合計算,,2435,Multiplication 398×6 (3-digit × 1-digit) requires lesson 11.
3e3be8d4-92a0-4314-a0b1-521c88eddac4,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,573 - 78 × 3 = ?,加減混合運算與括號的運用,加減混合計算,,339,Multiplication used.
3a76049c-f765-4860-8c86-9b1ef8b96791,wrong,curriculum_alignment,concept_not_in_unit,Move to 3B Unit 8 香港的貨幣 lesson 35,70 元 + 6 元 7 角 × 4 = ？,加減混合運算與括號的運用,加減混合計算,A. 96元8角 | B. 95元8角 | C. 96元9角 | D. 97元8角,A. 96元8角,Currency 元角 calculations belong to 3B unit 8 (元角). Also uses multiplication.
377fe7a1-d488-4ac8-bea4-07591f516259,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 5/6 multiplication,Tom跳了 132+27+9 = ?...,加減混合運算與括號的運用,加減混合計算,,150,Pure +/- here actually OK; ignore.
1886bc7d-e1c4-450b-850e-dbd05b12528a,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,40 □ 10 □ 2 = 20，□ 中加入 + 、- 或 × ，使其成為合理的算式。,兩步加減逆向文字題專項突破,加減混合計算,,A. 40 − 10 × 2 = 20,Lesson 8 is two-step inverse word problem of +/-. Including × violates curriculum scope.
75e7bd18-0a2f-4aa4-ba5c-f4a7ec696407,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6,? × 6 + 4 = 70，求 ? 的值。,兩步加減逆向文字題專項突破,加減混合計算,,11,Uses multiplication.
d77c9ad8-eb1e-420d-b2a7-c4684f449bae,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 / lesson 12,(♠ + 17) × 10 = 200，求 ♠ 的值。,兩步加減逆向文字題專項突破,加減混合計算,,3,Multiplication used.
b9fbcb9b-0b5e-4070-9ad3-67df67ed5a63,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 11,小強跑 1 公里可獲獎 321 元，跑了 5 公里，共獲獎多少元？,兩步加減逆向文字題專項突破,加減混合計算,,1605,Pure 1-digit × 3-digit (321×5) = lesson 11 content. Wrong unit.
04545925-4f15-4861-9a61-798558212394,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 11/12,雪糕每杯售 39 元，弟弟有 150 元，他想買 5 杯雪糕，還欠多少元？,兩步加減逆向文字題專項突破,加減混合計算,,45,Requires 39×5 multiplication.
87c094cb-e88d-4190-9274-b983943a6fb9,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,書包原 185 元 便宜 25 元 買 2 個 共付？,兩步加減逆向文字題專項突破,加減混合計算,,320,Requires 2×subtraction multiplication.
61d1c3d9-ea83-4b42-8a97-3c56f2ef3a60,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,分十期付款，首期 1100，其後每期 450，共多少元？,兩步加減逆向文字題專項突破,加減混合計算,,5150,Multiplication required.
f765f609-afc5-4983-8e92-871c8768a93a,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,鴨蛋 23 盒、皮蛋 18 盒和雞蛋 46 盒 每盒 8 隻 鴨蛋和雞蛋共多少隻？,兩步加減逆向文字題專項突破,加減混合計算,,552,Multiplication required.
b019d1e5-8699-477d-a8b8-6ef51d0ca13a,info,curriculum_alignment,advanced_for_unit,OK to keep but advanced,7899 ○ (1997 ○ 456) = 6358,兩步加減逆向文字題專項突破,加減混合計算,,A. 7899 − (1997 − 456) = 6358,Pure +/- — ok for unit 4.
e75be4b9-54f5-4e34-9684-1e7276bbd116,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,乒乓球拍 83 元 乒乓球 2 元 買拍 2 塊和球半打,倍數關係與乘法綜合應用題,乘法（二）,,178,OK in unit 6. No issue.
b801b8d9-63ff-4dd5-9d80-779b995b9411,wrong,curriculum_alignment,wrong_topic,Move to 3B Unit 6 容量 lesson 31,美美家中的電冰箱的容量約為 350 ＿,毫米、公里與長度單位全體系換算,毫米和公里,A. mL | B. L | C. g | D. kg,B. L,Question is about volume capacity
10f8e2c9-6b32-4d17-ade4-7f8ad9b5387c,wrong,curriculum_alignment,wrong_topic,Move to 3B Unit 6 容量 lesson 31,水壺容量約 500 ＿,毫米、公里與長度單位全體系換算,毫米和公里,A. mL | B. L | C. g | D. kg,A. mL,Volume question filed under length unit.
47150802-5185-4439-97c7-a87963735b18,wrong,curriculum_alignment,wrong_topic,Move to 3A Unit 8 時間 lesson 15,小明完成 400 米跑步需約 2 ＿（時間單位）,毫米、公里與長度單位全體系換算,毫米和公里,A. 秒 | B. 分鐘 | C. 小時 | D. 天,B. 分鐘,Time-unit question filed under length unit.
b0365940-5905-420b-8918-7323147d41f0,inconsistent,curriculum_alignment,topic_lesson_15_mismatch,Consider moving to lesson 16 or general year/day knowledge,某年二月有 29 天，這年是閏年，全年共有多少天？,時分秒認識與鐘面時間精準讀取,時間（一）,,366,Lesson 15 is hour/min/sec on clock face. Year/leap year is general knowledge not specifically covered.
1bec063a-bd03-4e3b-9844-e7ecd221ed56,inconsistent,curriculum_alignment,topic_lesson_15_mismatch,Move to 24-hour or date arithmetic topic,3月31日出發 5天旅行團 何月何日返港？,時分秒認識與鐘面時間精準讀取,時間（一）,,B. 4月4日,Lesson 15 is clock-face reading; date arithmetic is not in scope.
04015fc8-15ea-4486-9a66-dfc573ae237b,inconsistent,comprehension,info_overload,Provide flight table separately or as image with alt-text,接機大堂航班表 (CX503: 11:55... 5 flights) 多少班於上午到達？,24小時報時制與AM/PM互化專項,時間（一）,,1,Long inline list is hard for P3 to parse mid-question without visual aid.
3b47c2e5-7583-448b-a23b-1e72739ffca9,weak,distractor_quality,distractor_ambiguous,Reword question and review options,以下哪一個時間屬於「下午」的時間？,24小時報時制與AM/PM互化專項,時間（一）,A. 00:00 | B. 01:59 | C. 23:59 | D. 12:00,C. 23:59,At 23:59 in HK 12-hour usage that is 11:59 p.m. — technically evening/night not 下午. 下午 typically means 12:00-18:00 (afternoon). Answer C is dubious; B is morning; D 12:00 is noon. Question wording ambiguous about 下午 vs 晚上.
3f666519-1792-42c4-937e-321ce4f34a64,inconsistent,curriculum_alignment,topic_mismatch,Move to general calendar knowledge,某年七月一日是星期日，七月共有 31日。問該年七月份共有多少個星期日？,24小時報時制與AM/PM互化專項,時間（一）,,5,Lesson 16 is 24-hour vs 12-hour. Calendar week-day arithmetic is not in scope.
e95803f5-59f3-4c27-a67a-896665f79f42,inconsistent,curriculum_alignment,topic_mismatch,Move to calendar topic,7月1日是星期日 第三個星期四是7月幾日？,24小時報時制與AM/PM互化專項,時間（一）,,19,Calendar reasoning not in lesson 16 scope.
4a61e810-a281-4765-abcd-c753627bf798,weak,comprehension,ambiguous_wording,Clarify with note that 上午12時 = 12:00 a.m. = midnight,24 小時報時制：寫出上午 12 時 12 分。,24小時報時制與AM/PM互化專項,時間（一）,,00:12,「上午12時」 is ambiguous in HK Chinese — for P3 this is genuinely confusing. Curriculum specifically lists this as a 認知盲區. Should give context or change to 凌晨.
82ec74e7-5094-439a-b683-29125550a3f7,weak,comprehension,ambiguous_wording,Same as above,上午 12 時 50 分 哪個 24 小時鐘?,24小時報時制與AM/PM互化專項,時間（一）,A. 12:50 a.m. | B. 12:50 | C. 23:59 | D. 00:50,D. 00:50,「上午12時」 ambiguous for P3.
6a068db5-43ea-4787-877c-be61329e62ac,weak,comprehension,ambiguous_wording,Same,小明在上午 12 時 30 分回到家,24小時報時制與AM/PM互化專項,時間（一）,A. 12:30 p.m. | B. 00:30 | C. 00:30 a.m. | D. 24:30,C. 00:30 a.m.,「上午12時30分」 means 00:30 — but P3 students rarely return home at midnight. Realism poor.
b0b06a26-6f10-4312-a263-e8e49993dc04,weak,comprehension,vocab_too_advanced,Replace 「被除數」 distractor with another wrong term,在 37 × 3 = 111 這條算式中下列哪一個不正確,一位數乘兩位數直式與進位規則,乘法（一）,A. 111 是積 | B. 37 是被乘數 | C. 3 是乘數 | D. 37 是被除數,D. 37 是被除數,被除數 is division terminology — division (lesson 21) hasn't been introduced when student is on 3A unit 5. Confusing.
9654aeaf-30dd-4cea-aa9c-bcf203f9c486,wrong,curriculum_alignment,concept_not_in_unit,Move to Unit 6 lesson 12,348 + 48 × 3 = ?,一位數乘兩位數直式與進位規則,乘法（一）,,492,Unit 5 lesson 9 is just one-digit×two-digit. Mixed +×.
caa561e8-76f2-465e-9341-ad365bbc7a55,weak,comprehension,implicit_quantity_unintroduced,Add note that 一打 = 12,花店有紅茶花八打...,一位數乘兩位數直式與進位規則,乘法（一）,,230,「一打」 hidden number is taught in lesson 12 (倍數關係) per curriculum
20758c1c-b8cb-4037-a91c-bf6e7cfc13c4,weak,comprehension,implicit_quantity_unintroduced,Lesson 11 may not yet introduce 半打,叔叔買了半打藍色原子筆和 9 枝紅色原子筆,一位數乘三位數直式與連續進位,乘法（二）,,135,半打=6 introduced in lesson 12. lesson 11 questions should not assume it.
da9af35c-00cf-4d7b-bf33-0597267693c0,wrong,comprehension,needs_prior_question,Add group_id linkage or rewrite as standalone,承上題（第三天賣出 60 盒，每盒 16 元）：第三天售出曲奇餅的收入是多少元？,一位數乘三位數直式與連續進位,乘法（二）,,960,Group_id is empty but text says 承上題. Cannot find prior question. Standalone phrasing recommended.
135bfbcc-26dc-486e-99aa-86d7639b2ec3,weak,comprehension,ambiguous_wording,Clarify whether 1 person free is the 6th or any one,「6 人同行，1 人免費」,一位數乘三位數直式與連續進位,乘法（二）,,590,Slight ambiguity but P3-acceptable.
a9aca3bd-3f06-4c11-b589-ec821c351515,weak,distractor_quality,topic_mixes_unit,Distractor mentions properties from lesson 29 (三角形),以下哪一項描述是不正確的？,角的認識與分類,角的認識,A. 等邊三角形內的三隻角的大小相同 | B. 等腰三角形內會有兩隻大於直角的角 | C. 直角三角形的其中一組鄰邊互相垂直 | D. 不等邊三角形的三條邊長度不一樣,B. 等腰三角形內會有兩隻大於直角的角,Question filed under 角的認識 (lesson 28) but tests triangle classification (lesson 29). Move to lesson 29.
7d8dfccf-12e3-42c5-877f-e8ad1cd3e180,weak,image_integrity,image_alt_too_vague,Enrich alt text to specify orientation/which sides are perpendicular,圖中（梯形）有多少組垂直線？,角的認識與分類,角的認識,A. 1組 | B. 2組 | C. 3組 | D. 4組,B. 2組,Alt 「梯形含一條垂直邊」 says one but answer is 2 groups — alt text contradicts the answer. Need clearer alt.
27f4cc11-5eb6-4220-98b0-b766533df307,weak,comprehension,needs_prior_question,Group_id present so OK; ensure first question (sub_order=1) provides context,承上題（同六個鐘面 A-F）...,角的認識與分類,角的認識,A. A和B | B. B和E | C. D和F | D. C和E,C. D和F,group_id linkage exists. OK but alt text «六個鐘面 A-F 顯示不同時間» is too vague to verify answer without seeing image.
814f54b6-24de-4ea9-8b19-d50dc4b8b835,weak,image_integrity,image_alt_too_vague,Enrich alt to indicate clock B shows 6:00 / hour-min on a straight line,在時鐘 B 中，時針和分針恰好成一直線,角的認識與分類,角的認識,,2,Alt is just 「六個鐘面 A-F」 — student-equivalent agent cannot verify which clock B shows.
11c17ec3-d431-49ba-82f0-2206795262ff,weak,image_integrity,image_alt_too_vague,Same,時鐘 E 的時針和分針構成一個___角,角的認識與分類,角的認識,A. 銳角 | B. 直角 | C. 鈍角,C. 鈍角,Alt does not show E's specific configuration.
9fdddf6b-262e-4991-83d6-18af7cf8df8b,weak,image_integrity,image_alt_too_vague,Describe each triangle A-E by sides/angles,三角形_____是等腰三角形,三角形的分類與特徵,三角形,,B,Alt 「五個不同形狀的三角形 A B C D E」 too vague.
d94dbd12-4000-402a-a901-d658d6394408,weak,image_integrity,image_alt_too_vague,Same,三角形_____是等邊三角形,三角形的分類與特徵,三角形,,C,Same.
91fa208a-0a72-4fb3-8b6f-861caeb79d81,weak,image_integrity,image_alt_too_vague,Same,三角形_____是直角等腰三角形,三角形的分類與特徵,三角形,,E,Same.
fa6d69e0-375d-43ef-9cd7-a42e149f145b,wrong,distractor_quality,answer_logic_problematic,Reword: capacity comparison requires same cup,第一瓶橙汁可以倒滿 6 杯 第二瓶 6 杯 哪個容量大？,容量綜合應用題（倒入倒出）專項,容量,A. 第一瓶容量大 | B. 兩瓶橙汁容量一樣大 | C. 無法比較,C. 無法比較,Question never said cups are same size — answer C is technically right but most P3 students will pick B. The question setup must explicitly state cups can be different sizes; otherwise default assumption would lead to B. Wording trap.
ab16f007-a305-43a4-ba06-8a204fd0b251,wrong,comprehension,needs_prior_question,Group_id missing — add or rewrite,承上題（原定抵達時間 20:43）：飛機原定在下午幾時幾分抵達？,經過時間計算與60進制加減,時間與行程表,A. 下午8時5分 | B. 下午8時43分 | C. 下午9時43分 | D. 下午7時43分,B. 下午8時43分,group_id is empty but says 承上題.
b1a1bb03-283b-40ca-a28c-5f6ccb299f6c,wrong,comprehension,needs_prior_question,Group with above,飛機原定抵達 20:43，飛機抵達 22:12 ...,經過時間計算與60進制加減,時間與行程表,,A. 1小時29分鐘,Linked to ab16f007. Both lack group_id.
24dc8f31-5546-4531-ae93-21d51420560f,wrong,comprehension,info_repeated_inline,Use a shared table or group_id for the 5 flights set,香港國際機場航機資料：倫敦 07:00、北京 16:15、東京 17:00、巴黎 21:00、大阪 21:20,行程表閱讀與時間綜合應用,時間與行程表,A. 4小時45分鐘 | B. 4小時35分鐘 | C. 4小時55分鐘 | D. 5小時45分鐘,A. 4小時45分鐘,Same flight table appears in 6+ questions inline; should use group_id or image with alt text.
a220ebce-5f25-4ebe-90a5-d2a3e269595c,weak,comprehension,info_repeated_inline,Same,...最後一班...,行程表閱讀與時間綜合應用,時間與行程表,A. 倫敦 | B. 北京 | C. 巴黎 | D. 大阪,D. 大阪,Same 5-flight table.
ccf8a8db-a5ff-476d-a41f-caafa661da6c,weak,comprehension,info_repeated_inline,Same,...飛往大阪的航班甚麼時候起飛？,行程表閱讀與時間綜合應用,時間與行程表,A. 下午9時0分 | B. 下午10時20分 | C. 下午9時2分 | D. 下午9時20分,D. 下午9時20分,Same.
329f2b59-884e-4a86-aa04-15de4c03fcea,weak,comprehension,info_repeated_inline,Same,...有多少航班在下午起飛？,行程表閱讀與時間綜合應用,時間與行程表,,4,Same. Also answer assumes 12:00 noon counts as 中午 not 下午 — for P3 boundary case a footnote helps.
660ebfea-22dc-49dc-bbf3-95f477e1a259,wrong,comprehension,info_count_mismatch,Fix typo: 5個數 → 4個數,把以下的5個數由大至小排列：16371、31525、9526、31097,五位數的位值、大小比較與排列,五位數,A. 31525 > 31097 > 16371 > 9526 | B. 31525 > 16371 > 31097 > 9526 | C. 31097 > 31525 > 16371 > 9526 | D. 9526 > 16371 > 31097 > 31525,A. 31525 > 31097 > 16371 > 9526,Says 5 numbers but only 4 provided.
9d028b22-5d38-4011-a915-f28919bf158a,info,distractor_quality,one_distractor_invalid,Distractor C orders four-digit before five-digit oddly but acceptable,把以下各數由小至大排列：36598、3659、35968、35986,五位數的位值、大小比較與排列,五位數,A. 3659 < 35968 < 35986 < 36598 | B. 3659 < 35986 < 35968 < 36598 | C. 35968 < 35986 < 36598 < 3659 | D. 3659 < 36598 < 35968 < 35986,A. 3659 < 35968 < 35986 < 36598,Acceptable distractors.
ea05ac41-92ae-4524-86e1-04180e06573b,wrong,curriculum_alignment,concept_not_in_unit,Multiplication required (5×8) — but lesson 18 is about 淨重/毛重 not weight×count,糖果店有十箱巧克力，每箱重 8公斤...,重量綜合應用題（淨重/毛重）專項,重量,,44,Lesson 18 should focus on net/gross weight problems. This is just multiplication+subtraction with weight context. Acceptable but topic mismatch (no 淨重/毛重 concept).
6b17d275-2242-45cb-92ff-96d9aba0e620,wrong,curriculum_alignment,topic_lesson_mismatch,Move to lesson 17 (unit conversion + simple weight),一瓶花生油重3kg 比葉麻油重550克 葉麻油重多少克？,重量綜合應用題（淨重/毛重）專項,重量,,2450,Pure unit conversion + subtraction. No 淨重/毛重 concept. Topic mismatch.
89317409-246e-4c3c-9b33-e7023750fee4,wrong,curriculum_alignment,topic_lesson_mismatch,Same,葡萄1450g 藍莓比葡萄輕780g 共重多少克？,重量綜合應用題（淨重/毛重）專項,重量,,2120,No 淨重/毛重 concept.
d7701432-20b9-448e-8116-b37498cca8b5,wrong,curriculum_alignment,concept_not_in_unit,Division (÷) and unit conversion — division belongs to 3B,每罐粟米淨重 320 克 三罐平均倒入 5 杯 每杯多少克？,重量綜合應用題（淨重/毛重）專項,重量,,192,3A unit 9 lesson 18 — 淨重 word problem ok. But division 960÷5 belongs to 3B lesson 21. Concept timing mismatch.
a66d7362-bb97-4879-840f-cd662913cfc3,weak,distractor_quality,distractors_mostly_irrelevant,Better distractors that test common errors,329 ÷ 3 = ?,三位數除以一位數基礎直式,除法（二）,A. 19 | B. 109 | C. 19...2 | D. 109...2,D. 109...2,Distractors test 商0 forgot vs not (B vs D). OK.
604c8c60-ed37-44d9-aef6-605610afa3e2,weak,distractor_quality,answer_potentially_misread,Reword to clarify question intent,平均每 7 輛玩具車可裝滿一盒子，要將 454 輛玩具車裝滿所有盒子，最少還需要多少輛玩具車？,除法進一法/去尾法應用題專項,除法（二）,A. 65輛 | B. 1輛 | C. 64輛 | D. 7輛,B. 1輛,454÷7=64餘6 — to fill remaining slot need 1 more car. P3 students may interpret 「裝滿所有盒子」 as 「裝完所有玩具車」 leading to confusion. Clarification useful.
aeb8abbf-b013-497b-8e02-1e88bd22a8b8,wrong,curriculum_alignment,wrong_topic,Move to 思維/呈分試前置 (lesson 39),早餐主菜...組合,除法進一法/去尾法應用題專項,除法（二），,24,This is a counting/permutation problem (2×3×2×2). NOT a 進一/去尾 division problem. Belongs to thinking topic.,
2fc5b8db-a497-41fe-bc7f-e8c4d4f749e3,weak,comprehension,implicit_total,Clarify that 1/2 1/3 are taken from original 30,糖果 30 粒 哥哥吃 1/3 弟弟吃 1/2 還剩多少粒？,分數綜合應用題專項突破,分數的初步認識（二）,,5,Ambiguity: did 弟弟 take 1/2 of original or remaining? Per stored answer: 30-(10+15)=5 implies original. Should specify.
422f8d8d-7c55-415e-a91b-adf433d54a7a,wrong,curriculum_alignment,concept_not_in_unit,Move to 3B advanced fractions / 4年級分數加減,2/12 + 5/12 = ?,分數綜合應用題專項突破,分數的初步認識（二）,,7/12,Curriculum lesson 27 is 「分數綜合應用」 — does NOT introduce 同分母 add/subtract; that comes in 4年級. Multiple questions (422f
a4d3b966-6991-4b19-8a4c-b8c0b53d2b4b,wrong,curriculum_alignment,concept_not_in_unit,Same,12/24 - 7/24 = ?,分數綜合應用題專項突破,分數的初步認識（二）,,5/24,Same.
a0b638ba-340d-4d9c-97bc-eb1756b8be7f,wrong,curriculum_alignment,concept_not_in_unit,Same,7/11 + 2/11 = ?,分數綜合應用題專項突破,分數的初步認識（二）,,9/11,Same.
de6832d5-6a69-4482-a733-b85917cd1a7f,wrong,curriculum_alignment,concept_not_in_unit,Same,1/8 + 4/8 = ?,分數綜合應用題專項突破,分數的初步認識（二）,,5/8,Same.
43b44313-ba87-4494-9a4c-8fa01f71fa8e,wrong,curriculum_alignment,concept_not_in_unit,Same,13/18 - 6/18 = ?,分數綜合應用題專項突破,分數的初步認識（二）,,7/18,Same.
ad6f309a-b0dd-49b5-b3a5-fa1cd9b13a93,wrong,curriculum_alignment,concept_not_in_unit,Same,莫莉喝了 5/17 升 諾拉喝了 3/17 升 共喝多少升？,分數綜合應用題專項突破,分數的初步認識（二）,,8/17,Same.
3cfc936d-3600-4a42-aeee-4b101b17ddae,wrong,curriculum_alignment,concept_not_in_unit,Same,沙子 第一天 2/7 噸 第二天 3/7 噸 兩天共運走多少噸？,分數綜合應用題專項突破,分數的初步認識（二）,,5/7,Same.
60fbbc75-6ffd-4d23-8faf-cfde6fc53517,wrong,curriculum_alignment,concept_not_in_unit,Same,湯姆原有朱古力 11/13 盒 吃了 3/13 盒 還剩多少？,分數綜合應用題專項突破,分數的初步認識（二）,,8/13,Same — 同分母 add/sub not introduced in 3B per curriculum.
5cc05c56-c471-422b-91fc-23df8b5deeec,wrong,curriculum_alignment,concept_not_in_unit,Same,1 - 5/16 = ?,分數綜合應用題專項突破,分數的初步認識（二）,,11/16,Same.
